area_type,availability,location,bath,balcony,price,total_sqft_int,bhk,price_per_sqft
Plot  Area,Ready To Move,Kammanahalli,4.0,1.0,150.0,1458.0,3.0,10288.0658436214
Plot  Area,Ready To Move,Kammanahalli,2.0,1.0,50.0,1800.0,2.0,2777.777777777778
Super built-up  Area,Ready To Move,Kammanahalli,2.0,2.0,80.0,3600.0,3.0,2222.222222222222
Super built-up  Area,Ready To Move,Kammanahalli,3.0,2.0,80.0,1500.0,4.0,5333.333333333333
Super built-up  Area,18-Apr,Kammasandra,2.0,2.0,24.5,1470.0,2.0,1666.6666666666667
Super built-up  Area,Ready To Move,Kammasandra,2.0,1.0,33.0,1200.0,2.0,2750.0
Super built-up  Area,Ready To Move,Kammasandra,1.0,0.0,18.41,1535.0,2.0,1199.3485342019544
Super built-up  Area,Ready To Move,Kammasandra,2.0,1.0,29.0,1246.0,2.0,2327.4478330658108
Plot  Area,18-May,Kammasandra,2.0,1.0,66.0,1901.0,4.0,3471.8569174118884
Built-up  Area,Ready To Move,Kammasandra,2.0,1.0,31.5,1112.0,2.0,2832.73381294964
Super built-up  Area,18-Aug,Kammasandra,2.0,2.0,34.63,1132.0,3.0,3059.187279151944
Super built-up  Area,18-Mar,Kammasandra,2.0,2.0,25.79,1250.0,3.0,2063.2
Super built-up  Area,Ready To Move,Kammasandra,1.0,2.0,25.75,825.0,2.0,3121.212121212121
Super built-up  Area,18-Aug,Kammasandra,2.0,1.0,34.13,1216.0,3.0,2806.743421052632
Super built-up  Area,Ready To Move,Kammasandra,2.0,2.0,37.0,1305.0,3.0,2835.2490421455936
Super built-up  Area,Ready To Move,Kammasandra,2.0,1.0,40.5,1310.0,3.0,3091.6030534351144
Super built-up  Area,Ready To Move,Kammasandra,2.0,2.0,35.0,2700.0,2.0,1296.2962962962963
Super built-up  Area,18-Apr,Kammasandra,1.0,1.0,18.5,1700.0,2.0,1088.235294117647
Plot  Area,Ready To Move,Kanaka Nagar,2.0,1.0,125.0,1400.0,2.0,8928.57142857143
Plot  Area,Ready To Move,Kanaka Nagar,3.0,0.0,99.0,1650.0,3.0,6000.0
Built-up  Area,Ready To Move,Kanaka Nagar,4.0,2.0,90.0,1090.0,3.0,8256.880733944954
Built-up  Area,Ready To Move,Kanakapura,3.0,3.0,75.0,1260.0,3.0,5952.380952380952
Super built-up  Area,19-Dec,Kanakapura,1.0,1.0,36.0,1375.0,2.0,2618.181818181818
Super built-up  Area,18-Mar,Kanakapura,2.0,1.0,46.0,1480.0,2.0,3108.108108108108
Super built-up  Area,Ready To Move,Kanakapura,2.0,1.0,45.2,1150.0,2.0,3930.4347826086955
Super built-up  Area,20-Dec,Kanakapura,3.0,1.0,75.0,1500.0,2.0,5000.0
Super built-up  Area,18-Dec,Kanakapura,2.0,2.0,64.0,1199.0,3.0,5337.781484570475
Super built-up  Area,Ready To Move,Kanakapura,2.0,2.0,55.0,1106.0,2.0,4972.875226039783
Super built-up  Area,19-Dec,Kanakapura,2.0,1.0,59.0,1160.0,3.0,5086.206896551724
Super built-up  Area,Ready To Move,Kanakapura,2.0,2.0,39.0,1804.0,2.0,2161.8625277161864
Super built-up  Area,22-Mar,Kanakapura,2.0,2.0,70.0,1090.0,2.0,6422.018348623853
Built-up  Area,Ready To Move,Kanakapura,2.0,2.0,65.0,1145.0,2.0,5676.855895196507
Super built-up  Area,Ready To Move,Kanakapura,2.0,2.0,62.38,1175.0,3.0,5308.936170212766
Super built-up  Area,Ready To Move,Kanakapura,3.0,1.0,75.0,1136.0,2.0,6602.112676056338
Super built-up  Area,Ready To Move,Kanakapura,2.0,3.0,51.1,1030.0,2.0,4961.165048543689
Built-up  Area,19-Dec,Kanakapura,2.0,1.0,66.0,1830.0,1.0,3606.55737704918
Super built-up  Area,19-Dec,Kanakapura,1.0,0.0,35.475,1200.0,2.0,2956.25
Super built-up  Area,19-Sep,Kanakpura Road,2.0,2.0,91.79,1330.74,2.0,6897.665960292769
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,2.0,88.0,1060.0,2.0,8301.88679245283
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,67.0,850.0,2.0,7882.35294117647
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,64.5,1000.0,2.0,6450.0
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,3.0,75.0,1122.5,2.0,6681.5144766147
Super built-up  Area,21-Dec,Kanakpura Road,1.0,1.0,26.0,918.0,1.0,2832.244008714597
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,2.0,86.58,1128.0,2.0,7675.531914893617
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,64.5,1115.0,2.0,5784.7533632286995
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,2.0,58.0,1130.0,3.0,5132.743362831859
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,2.0,115.0,1352.0,2.0,8505.917159763314
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,2.0,95.84,1500.0,2.0,6389.333333333333
Super built-up  Area,18-Dec,Kanakpura Road,2.0,1.0,85.0,1626.0,3.0,5227.552275522755
Super built-up  Area,19-Dec,Kanakpura Road,3.0,1.0,76.85,1220.0,3.0,6299.180327868852
Super built-up  Area,19-Jul,Kanakpura Road,2.0,3.0,89.06,1130.0,1.0,7881.41592920354
Super built-up  Area,21-May,Kanakpura Road,2.0,1.0,54.54,2400.0,1.0,2272.5
Super built-up  Area,21-Jan,Kanakpura Road,3.0,2.0,69.0,1161.0,3.0,5943.152454780362
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,60.98,1220.0,3.0,4998.360655737705
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,2.0,79.9,1310.0,2.0,6099.236641221375
Plot  Area,Ready To Move,Kanakpura Road,3.0,1.0,99.0,1550.0,3.0,6387.096774193548
Super built-up  Area,19-Jul,Kanakpura Road,2.0,3.0,80.0,1050.0,1.0,7619.047619047619
Super built-up  Area,21-Feb,Kanakpura Road,3.0,2.0,113.0,1632.0,2.0,6924.019607843137
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,2.0,71.5,1550.0,3.0,4612.903225806452
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,2.0,58.0,1210.0,3.0,4793.388429752066
Built-up  Area,Ready To Move,Kanakpura Road,2.0,2.0,60.0,946.0,2.0,6342.494714587738
Super built-up  Area,19-Jul,Kanakpura Road,2.0,1.0,89.76,1155.0,1.0,7771.428571428572
Super built-up  Area,21-May,Kanakpura Road,2.0,3.0,64.39,900.0,2.0,7154.444444444444
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,2.0,82.0,1540.0,3.0,5324.675324675325
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,2.0,95.0,1290.0,3.0,7364.341085271318
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,2.0,86.91,1500.0,2.0,5794.0
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,2.0,86.58,1850.0,3.0,4680.0
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,3.0,95.0,1466.0,3.0,6480.218281036835
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,2.0,85.0,1350.0,3.0,6296.2962962962965
Super built-up  Area,19-Jul,Kanakpura Road,2.0,1.0,89.0,1200.0,2.0,7416.666666666667
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,60.98,1000.0,2.0,6098.0
Built-up  Area,Ready To Move,Kanakpura Road,2.0,1.0,59.0,1199.0,3.0,4920.767306088407
Super built-up  Area,21-May,Kanakpura Road,2.0,2.0,63.22,1084.0,2.0,5832.103321033211
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,65.93,1445.0,3.0,4562.6297577854675
Built-up  Area,Ready To Move,Kanakpura Road,2.0,1.0,65.0,780.0,1.0,8333.333333333334
Super built-up  Area,18-May,Kanakpura Road,2.0,2.0,70.18,1008.0,2.0,6962.301587301588
Super built-up  Area,19-Jul,Kanakpura Road,2.0,1.0,105.0,1904.0,5.0,5514.705882352941
Super built-up  Area,21-Dec,Kanakpura Road,3.0,2.0,69.0,1115.0,3.0,6188.340807174888
Super built-up  Area,21-Oct,Kanakpura Road,3.0,1.0,69.0,900.0,2.0,7666.666666666667
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,1.0,65.0,1200.0,3.0,5416.666666666667
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,2.0,78.0,1050.0,3.0,7428.571428571428
Super built-up  Area,19-Jul,Kanakpura Road,2.0,1.0,107.0,1250.0,3.0,8560.0
Super built-up  Area,21-Dec,Kanakpura Road,2.0,3.0,69.0,1075.0,3.0,6418.604651162791
Built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,105.0,1843.0,4.0,5697.232772653283
Super built-up  Area,19-Sep,Kanakpura Road,2.0,1.0,89.63,1276.0,2.0,7024.294670846395
Super built-up  Area,21-Mar,Kanakpura Road,3.0,3.0,105.0,1275.0,2.0,8235.29411764706
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1.5843757375501535,95.0,1200.0,2.0,7916.666666666667
Built-up  Area,Ready To Move,Kannamangala,3.0,3.0,65.0,1090.0,2.0,5963.302752293578
Super built-up  Area,19-Jul,Kannamangala,3.0,1.0,89.0,1215.0,3.0,7325.102880658436
Super built-up  Area,Ready To Move,Kannamangala,2.0,2.0,55.0,1157.0,2.0,4753.673292999136
Built-up  Area,17-Mar,Kannamangala,2.0,0.0,52.5,1020.0,2.0,5147.058823529412
Super built-up  Area,Ready To Move,Kannamangala,2.0,2.0,54.5,1075.0,2.0,5069.767441860465
Super built-up  Area,18-Dec,Kannamangala,3.0,1.0,139.0,1770.0,4.0,7853.107344632768
Super built-up  Area,Ready To Move,Kannamangala,2.0,1.0,55.0,650.0,1.0,8461.538461538461
Super built-up  Area,18-Dec,Kannamangala,3.0,1.0,107.0,1142.0,2.0,9369.52714535902
Super built-up  Area,21-Dec,Kannamangala,3.0,1.0,129.0,1700.0,4.0,7588.235294117647
Built-up  Area,17-Sep,Kannamangala,2.0,2.0,56.0,900.0,2.0,6222.222222222223
Plot  Area,Ready To Move,Karuna Nagar,3.0,2.0,190.0,1240.0,3.0,15322.58064516129
Super built-up  Area,Ready To Move,Karuna Nagar,2.0,1.0,65.0,1200.0,2.0,5416.666666666667
Super built-up  Area,Ready To Move,Karuna Nagar,3.0,3.0,115.0,1345.0,2.0,8550.185873605948
Super built-up  Area,Ready To Move,Karuna Nagar,3.0,2.0,165.0,1171.0,2.0,14090.520922288642
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,2.0,58.06,1000.0,2.0,5806.0
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,1.0,105.0,1167.0,2.0,8997.429305912596
Plot  Area,Ready To Move,Kasavanhalli,4.0,3.0,110.0,1670.0,3.0,6586.826347305389
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,3.0,40.32,850.0,2.0,4743.529411764706
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,2.0,78.0,1200.0,2.0,6500.0
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,2.0,88.0,1635.0,2.0,5382.262996941896
Built-up  Area,Ready To Move,Kasavanhalli,3.0,1.0,200.0,4000.0,2.0,5000.0
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,2.0,82.5,6200.0,2.0,1330.6451612903227
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,0.0,89.0,1200.0,2.0,7416.666666666667
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,2.0,82.0,800.0,2.0,10250.0
Plot  Area,Ready To Move,Kasavanhalli,4.0,3.0,110.0,1100.0,3.0,10000.0
Built-up  Area,Ready To Move,Kasavanhalli,3.0,2.0,116.0,1500.0,2.0,7733.333333333333
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1.0,61.2,1080.0,1.0,5666.666666666667
Super built-up  Area,18-May,Kasavanhalli,3.0,2.0,151.0,1200.0,3.0,12583.333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,1.0,95.0,1570.0,2.0,6050.955414012738
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1.0,50.3,1874.0,2.0,2684.0981856990393
Built-up  Area,Ready To Move,Kasavanhalli,3.0,3.0,110.0,1404.0,4.0,7834.757834757835
Super built-up  Area,19-Jan,Kasavanhalli,3.0,2.0,123.0,1751.0,2.0,7024.557395773843
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,2.0,59.8,1711.0,2.0,3495.032144944477
Super built-up  Area,18-Aug,Kasavanhalli,3.0,2.0,104.0,1140.0,3.0,9122.807017543859
Super built-up  Area,18-Oct,Kasavanhalli,4.0,3.0,272.0,2065.0,3.0,13171.912832929782
Super built-up  Area,18-Dec,Kasavanhalli,3.0,1.0,69.0,4000.0,2.0,1725.0
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,3.0,82.0,1500.0,2.0,5466.666666666667
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,1.0,184.0,1385.0,2.0,13285.198555956678
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,2.0,55.0,1360.0,2.0,4044.1176470588234
Built-up  Area,Ready To Move,Kasavanhalli,2.0,2.0,83.0,1125.0,3.0,7377.777777777777
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1.0,69.0,1370.0,1.0,5036.496350364963
Super built-up  Area,18-May,Kasavanhalli,3.0,2.0,132.0,1200.0,2.0,11000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1.0,78.0,1200.0,2.0,6500.0
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,0.0,105.0,1000.0,2.0,10500.0
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,2.0,67.0,1600.0,2.0,4187.5
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,3.0,38.4,8000.0,2.0,480.0
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,3.0,85.0,2800.0,2.0,3035.714285714286
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,2.0,55.0,1100.0,2.0,5000.0
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1.0,68.0,1513.0,2.0,4494.38202247191
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1.0,65.0,936.0,2.0,6944.444444444444
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,1.0,150.0,1188.0,2.0,12626.262626262625
Super built-up  Area,18-Jul,Kasavanhalli,3.0,3.0,79.0,4800.0,2.0,1645.8333333333333
Super built-up  Area,18-May,Kasavanhalli,3.0,2.0,142.0,1310.0,2.0,10839.69465648855
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,1.0,110.0,2400.0,2.0,4583.333333333333
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,2.0,80.0,1200.0,2.0,6666.666666666667
Super built-up  Area,Ready To Move,Kashi Nagar,4.0,1.0,80.0,1175.0,3.0,6808.510638297872
Built-up  Area,Ready To Move,Kasturi Nagar,3.0,1.5843757375501535,125.0,1925.0,3.0,6493.506493506494
Super built-up  Area,Ready To Move,Kasturi Nagar,2.0,2.0,92.0,1170.0,3.0,7863.247863247863
Super built-up  Area,Ready To Move,Kasturi Nagar,3.0,3.0,80.0,1000.0,2.0,8000.0
Super built-up  Area,Ready To Move,Kasturi Nagar,3.0,2.0,88.5,1596.0,3.0,5545.112781954887
Super built-up  Area,Ready To Move,Kasturi Nagar,2.0,2.0,80.0,1450.0,3.0,5517.241379310345
Super built-up  Area,Ready To Move,Kasturi Nagar,2.0,2.0,65.0,1200.0,2.0,5416.666666666667
Super built-up  Area,Ready To Move,Kasturi Nagar,2.0,3.0,80.0,1231.0,3.0,6498.781478472786
Super built-up  Area,Ready To Move,Kasturi Nagar,3.0,1.0,125.0,1574.0,2.0,7941.550190597204
Super built-up  Area,Ready To Move,Kasturi Nagar,2.0,2.0,58.0,1190.0,3.0,4873.949579831933
Super built-up  Area,Ready To Move,Kasturi Nagar,3.0,2.0,110.0,1175.0,2.0,9361.702127659575
Super built-up  Area,Ready To Move,Kasturi Nagar,2.0,0.0,58.0,1355.0,3.0,4280.442804428044
Super built-up  Area,Ready To Move,Kasturi Nagar,2.0,2.0,66.0,3000.0,3.0,2200.0
Plot  Area,Ready To Move,Kasturi Nagar,2.0,2.0,165.0,1200.0,3.0,13750.0
Super built-up  Area,Ready To Move,Kathriguppe,2.0,1.0,68.75,1563.0,3.0,4398.592450415867
Super built-up  Area,Ready To Move,Kathriguppe,2.0,2.0,75.08,1800.0,3.0,4171.111111111111
Super built-up  Area,Ready To Move,Kathriguppe,2.0,1.0,80.99,1339.0,3.0,6048.543689320388
Super built-up  Area,Ready To Move,Kathriguppe,2.0,2.0,76.45,1750.0,3.0,4368.571428571428
Super built-up  Area,Ready To Move,Kathriguppe,2.0,2.0,68.75,1427.0,3.0,4817.799579537491
Super built-up  Area,Ready To Move,Kathriguppe,2.0,3.0,73.43,2400.0,2.0,3059.583333333334
Super built-up  Area,Ready To Move,Kathriguppe,3.0,2.0,77.99,1580.0,3.0,4936.0759493670885
Super built-up  Area,Ready To Move,Kathriguppe,3.0,2.0,80.99,1555.0,3.0,5208.3601286173625
Super built-up  Area,Ready To Move,Kathriguppe,2.0,2.0,69.49,1100.0,3.0,6317.272727272726
Super built-up  Area,Ready To Move,Kathriguppe,2.0,1.0,68.75,1300.0,3.0,5288.461538461538
Plot  Area,18-Jan,Kathriguppe,2.0,0.0,69.99,2150.0,2.0,3255.348837209302
Plot  Area,Ready To Move,Kattigenahalli,1.0,0.0,70.0,1505.0,3.0,4651.162790697675
Super built-up  Area,Ready To Move,Kaval Byrasandra,2.0,2.0,52.0,1000.0,2.0,5200.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2.0,2.0,50.0,1187.0,2.0,4212.299915754002
Built-up  Area,Ready To Move,Kaval Byrasandra,2.0,2.0,45.0,1798.0,2.0,2502.780867630701
Super built-up  Area,Ready To Move,Kaval Byrasandra,2.0,3.0,53.0,1804.0,2.0,2937.9157427937917
Super built-up  Area,Ready To Move,Kaval Byrasandra,2.0,2.0,42.0,1355.0,2.0,3099.630996309963
Built-up  Area,Ready To Move,Kaval Byrasandra,2.0,2.0,60.0,1075.0,3.0,5581.395348837209
Super built-up  Area,Ready To Move,Kaval Byrasandra,2.0,1.0,60.0,1255.0,3.0,4780.876494023904
Plot  Area,18-Apr,Kaval Byrasandra,2.0,0.0,78.0,1635.0,2.0,4770.642201834862
Super built-up  Area,Ready To Move,Kaverappa Layout,2.0,2.0,87.0,1540.0,2.0,5649.350649350649
Super built-up  Area,Ready To Move,Kaverappa Layout,2.0,2.0,68.0,1310.0,2.0,5190.839694656489
Super built-up  Area,Ready To Move,Kaverappa Layout,2.0,3.0,70.0,1296.0,3.0,5401.234567901234
Built-up  Area,Ready To Move,Kaverappa Layout,2.0,1.0,59.0,1139.0,3.0,5179.982440737489
Super built-up  Area,Ready To Move,Kaverappa Layout,3.0,3.0,85.0,1740.0,3.0,4885.057471264367
Super built-up  Area,Ready To Move,Kaveri Nagar,3.0,3.0,155.0,1620.0,2.0,9567.901234567902
Plot  Area,Ready To Move,Kenchenahalli,3.0,2.0,65.0,2000.0,2.0,3250.0
Super built-up  Area,Ready To Move,Kenchenahalli,2.0,2.0,58.0,1592.0,3.0,3643.21608040201
Super built-up  Area,Ready To Move,Kenchenahalli,1.0,1.0,45.0,1155.0,3.0,3896.103896103896
Super built-up  Area,Ready To Move,Kenchenahalli,2.0,2.0,58.0,1308.0,3.0,4434.250764525994
Super built-up  Area,Ready To Move,Kenchenahalli,2.0,2.0,69.0,1374.0,3.0,5021.8340611353715
Super built-up  Area,Ready To Move,Kenchenahalli,1.0,1.0,45.0,1100.0,3.0,4090.909090909091
Super built-up  Area,Ready To Move,Kenchenahalli,2.0,2.0,60.0,1040.0,2.0,5769.2307692307695
Super built-up  Area,Ready To Move,Kenchenahalli,1.0,1.0,35.0,1065.0,2.0,3286.3849765258215
Super built-up  Area,Ready To Move,Kenchenahalli,2.0,2.0,52.0,1350.0,3.0,3851.8518518518517
Super built-up  Area,Ready To Move,Kenchenahalli,2.0,2.0,57.0,1025.0,2.0,5560.975609756098
Built-up  Area,Ready To Move,Kengeri,1.0,1.0,15.0,600.0,1.0,2500.0
Super built-up  Area,Ready To Move,Kengeri,2.0,3.0,64.0,1100.0,2.0,5818.181818181818
Super built-up  Area,Ready To Move,Kengeri,2.0,1.0,38.0,1125.0,3.0,3377.777777777778
Super built-up  Area,Ready To Move,Kengeri,2.0,2.0,50.0,1205.0,2.0,4149.377593360996
Super built-up  Area,Ready To Move,Kengeri,2.0,0.0,58.0,2700.0,2.0,2148.1481481481483
Super built-up  Area,Ready To Move,Kengeri,2.0,2.0,38.0,3606.0,2.0,1053.7992235163615
Super built-up  Area,18-Nov,Kengeri,2.0,1.0,31.0,2400.0,2.0,1291.6666666666667
Super built-up  Area,Ready To Move,Kengeri,3.0,3.0,48.0,1340.0,2.0,3582.089552238806
Super built-up  Area,Ready To Move,Kengeri,2.0,2.0,40.6,1680.0,2.0,2416.6666666666665
Built-up  Area,Ready To Move,Kengeri,2.0,1.0,49.0,1575.0,3.0,3111.1111111111113
Super built-up  Area,Ready To Move,Kengeri,2.0,2.0,40.6,1220.0,2.0,3327.8688524590166
Built-up  Area,Ready To Move,Kengeri,2.0,2.0,50.0,1326.0,3.0,3770.739064856712
Built-up  Area,Ready To Move,Kengeri,2.0,2.0,40.0,1325.0,3.0,3018.867924528302
Super built-up  Area,18-Dec,Kengeri,2.0,2.0,37.0,1145.0,2.0,3231.4410480349343
Super built-up  Area,19-Aug,Kengeri,1.0,1.0,19.5,1800.0,2.0,1083.3333333333333
Super built-up  Area,Ready To Move,Kengeri,2.0,2.0,45.0,1800.0,2.0,2500.0
Super built-up  Area,Ready To Move,Kengeri,2.0,0.0,30.0,1339.0,1.0,2240.4779686333086
Built-up  Area,Ready To Move,Kengeri,1.0,1.0,25.0,1221.0,2.0,2047.5020475020474
Built-up  Area,Ready To Move,Kengeri,1.0,1.0,17.0,1025.0,2.0,1658.5365853658536
Plot  Area,Ready To Move,Kengeri,3.0,1.0,90.0,1200.0,3.0,7500.0
Super built-up  Area,Ready To Move,Kengeri,2.0,1.0,35.5,1200.0,2.0,2958.3333333333335
Super built-up  Area,18-Apr,Kengeri,3.0,2.0,80.0,1107.83,3.0,7221.3245714595205
Plot  Area,Ready To Move,Kengeri,2.0,0.0,58.0,1240.0,2.0,4677.419354838709
Super built-up  Area,Ready To Move,Kengeri,2.0,1.0,25.0,1200.0,2.0,2083.3333333333335
Super built-up  Area,Ready To Move,Kengeri,2.0,1.0,36.5,1200.0,3.0,3041.6666666666665
Super built-up  Area,18-Nov,Kengeri,1.0,1.0,18.0,1200.0,2.0,1500.0
Super built-up  Area,Ready To Move,Kengeri,1.0,1.0,14.0,1516.0,2.0,923.4828496042217
Super built-up  Area,Ready To Move,Kengeri,2.0,2.0,43.57,2375.0,2.0,1834.5263157894738
Super built-up  Area,19-May,Kengeri,2.0,1.0,30.27,1020.0,1.0,2967.6470588235293
Super built-up  Area,Ready To Move,Kengeri,2.0,2.0,63.0,1200.0,3.0,5250.0
Plot  Area,Ready To Move,Kengeri,1.0,0.0,52.0,1257.0,2.0,4136.833731105808
Super built-up  Area,Ready To Move,Kengeri,2.0,2.0,53.5,3508.0,7.0,1525.085518814139
Built-up  Area,Ready To Move,Kengeri,1.0,1.0,18.0,1200.0,1.0,1500.0
Built-up  Area,Ready To Move,Kengeri,1.0,1.0,15.0,1180.0,2.0,1271.1864406779662
Super built-up  Area,Ready To Move,Kengeri,1.0,1.0,25.0,1777.26,2.0,1406.6596896346061
Super built-up  Area,Ready To Move,Kengeri,2.0,1.0,50.0,1185.0,2.0,4219.4092827004215
Super built-up  Area,Ready To Move,Kengeri,2.0,2.0,40.6,1150.0,3.0,3530.4347826086955
Built-up  Area,Ready To Move,Kengeri,1.0,1.0,16.75,1747.0,2.0,958.7864911276474
Plot  Area,Ready To Move,Kengeri Hobli,2.0,0.0,30.0,1170.0,3.0,2564.102564102564
Super built-up  Area,Ready To Move,Kengeri Hobli,2.0,0.0,42.0,1224.0,3.0,3431.372549019608
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1.0,1.0,30.0,1250.0,2.0,2400.0
Super built-up  Area,18-Jun,Kengeri Satellite Town,2.0,1.0,25.0,1128.0,2.0,2216.3120567375886
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,2.0,43.0,1100.0,3.0,3909.090909090909
Super built-up  Area,20-Dec,Kengeri Satellite Town,2.0,1.0,26.0,1200.0,2.0,2166.6666666666665
Built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,2.0,50.0,1090.0,3.0,4587.155963302752
Plot  Area,Ready To Move,Kengeri Satellite Town,2.0,1.0,65.0,1600.0,4.0,4062.5
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,3.0,42.0,1776.0,2.0,2364.864864864865
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,3.0,39.0,1012.0,2.0,3853.7549407114625
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,2.0,42.0,1145.0,3.0,3668.122270742358
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,2.0,49.0,3400.0,5.0,1441.1764705882354
Super built-up  Area,18-Dec,Kengeri Satellite Town,2.0,1.0,28.57,1057.0,2.0,2702.932828760643
Built-up  Area,Ready To Move,Kereguddadahalli,2.0,1.0,32.0,1511.0,3.0,2117.802779616148
Built-up  Area,Ready To Move,Kereguddadahalli,2.0,2.0,28.0,1530.0,3.0,1830.0653594771243
Built-up  Area,Ready To Move,Kereguddadahalli,2.0,1.0,30.0,1670.0,3.0,1796.4071856287426
Super built-up  Area,Ready To Move,Kereguddadahalli,2.0,2.0,39.0,1444.0,2.0,2700.831024930748
Built-up  Area,Ready To Move,Kereguddadahalli,3.0,2.0,41.0,1070.0,2.0,3831.7757009345796
Built-up  Area,Ready To Move,Kereguddadahalli,1.0,1.0,19.5,1029.5,2.0,1894.1233608547839
Built-up  Area,Ready To Move,Kereguddadahalli,2.0,2.0,32.0,1250.0,3.0,2560.0
Super built-up  Area,Ready To Move,Kereguddadahalli,2.0,2.0,42.0,1200.0,2.0,3500.0
Built-up  Area,Ready To Move,Kereguddadahalli,2.0,1.0,33.0,1377.0,2.0,2396.5141612200437
Carpet  Area,Ready To Move,Kereguddadahalli,3.0,1.0,42.0,1500.0,3.0,2800.0
Super built-up  Area,Ready To Move,Keshava Nagar,3.0,1.0,150.0,2000.0,3.0,7500.0
Super built-up  Area,Ready To Move,Keshava Nagar,2.0,2.0,125.0,1350.0,3.0,9259.25925925926
Super built-up  Area,Ready To Move,Keshava Nagar,3.0,3.0,160.0,2250.0,3.0,7111.111111111111
Super built-up  Area,Ready To Move,Keshava Nagar,2.0,3.0,100.0,1090.0,2.0,9174.311926605504
Plot  Area,Ready To Move,Kirloskar Layout,3.0,1.0,88.0,1160.0,2.0,7586.206896551724
